date,component,value
2021-04-09,seasonal,-20.08
2021-04-09,residual,290.03
2021-04-10,actual,64280.0
2021-04-10,trend,64373.22
2021-04-10,seasonal,-28.31
2021-04-10,residual,-64.91
2021-04-11,actual,65135.71
2021-04-11,trend,64843.68
2021-04-11,seasonal,27.86
2021-04-11,residual,264.17
2021-04-12,actual,65135.71
2021-04-12,trend,65008.04
2021-04-12,seasonal,18.05
2021-04-12,residual,109.62
2021-04-13,actual,65135.71
2021-04-13,trend,65172.39
2021-04-13,seasonal,8.32
2021-04-13,residual,-45.0
2021-04-14,actual,65135.71
2021-04-14,trend,65336.74
2021-04-14,seasonal,-1.32
2021-04-14,residual,-199.71
2021-04-15,actual,65135.71
2021-04-15,trend,65501.09
2021-04-15,seasonal,-10.84
2021-04-15,residual,-354.54
2021-04-16,actual,65135.71
2021-04-16,trend,65665.45
2021-04-16,seasonal,-20.08
2021-04-16,residual,-509.65
2021-04-17,actual,65135.71
2021-04-17,trend,65829.8
2021-04-17,seasonal,-28.31
2021-04-17,residual,-665.78
2021-04-18,actual,66745.29
2021-04-18,trend,65412.04
2021-04-18,seasonal,27.86
2021-04-18,residual,1305.4
2021-04-19,actual,66745.29
2021-04-19,trend,64937.23
2021-04-19,seasonal,18.05
2021-04-19,residual,1790.01
2021-04-20,actual,66745.29
2021-04-20,trend,64462.42
2021-04-20,seasonal,8.32
2021-04-20,residual,2274.55
2021-04-21,actual,66745.29
2021-04-21,trend,63987.61
2021-04-21,seasonal,-1.32
2021-04-21,residual,2759.0
2021-04-22,actual,66745.29
2021-04-22,trend,63512.8
2021-04-22,seasonal,-10.84
2021-04-22,residual,3243.33
2021-04-23,actual,66745.29
2021-04-23,trend,63037.99
2021-04-23,seasonal,-20.08
2021-04-23,residual,3727.38
2021-04-24,actual,66745.29
2021-04-24,trend,62563.18
2021-04-24,seasonal,-28.31
2021-04-24,residual,4210.41
2021-04-25,actual,58013.57
2021-04-25,trend,61443.73
2021-04-25,seasonal,27.86
2021-04-25,residual,-3458.01
2021-04-26,actual,58013.57
2021-04-26,trend,60216.96
2021-04-26,seasonal,18.05
2021-04-26,residual,-2221.45
2021-04-27,actual,58013.57
2021-04-27,trend,58990.2
2021-04-27,seasonal,8.32
2021-04-27,residual,-984.95
2021-04-28,actual,58013.57
2021-04-28,trend,57763.44
2021-04-28,seasonal,-1.32
2021-04-28,residual,251.45
2021-04-29,actual,58013.57
2021-04-29,trend,56536.68
2021-04-29,seasonal,-10.84
2021-04-29,residual,1487.73
2021-04-30,actual,58013.57
2021-04-30,trend,55309.92
2021-04-30,seasonal,-20.08
2021-04-30,residual,2723.74
2021-05-01,actual,58013.57
2021-05-01,trend,54083.15
2021-05-01,seasonal,-28.31
2021-05-01,residual,3958.72
2021-05-02,actual,48343.86
2021-05-02,trend,52417.51
2021-05-02,seasonal,27.86
2021-05-02,residual,-4101.5
2021-05-03,actual,48343.86
2021-05-03,trend,51333.97
2021-05-03,seasonal,18.05
2021-05-03,residual,-3008.17
2021-05-04,actual,48343.86
2021-05-04,trend,50250.44
2021-05-04,seasonal,8.32
2021-05-04,residual,-1914.9
2021-05-05,actual,48343.86
2021-05-05,trend,49166.91
2021-05-05,seasonal,-1.32
2021-05-05,residual,-821.73
2021-05-06,actual,48343.86
2021-05-06,trend,48083.37
2021-05-06,seasonal,-10.84
2021-05-06,residual,271.33
2021-05-07,actual,48343.86
2021-05-07,trend,46999.84
2021-05-07,seasonal,-20.08
2021-05-07,residual,1364.1
2021-05-08,actual,48343.86
2021-05-08,trend,45916.31
2021-05-08,seasonal,-28.31
2021-05-08,residual,2455.86
2021-05-09,actual,41760.57
2021-05-09,trend,44271.11
2021-05-09,seasonal,27.86
2021-05-09,residual,-2538.4
2021-05-10,actual,41760.57
2021-05-10,trend,43270.57
2021-05-10,seasonal,18.05
2021-05-10,residual,-1528.06
2021-05-11,actual,41760.57
2021-05-11,trend,42270.03
2021-05-11,seasonal,8.32
2021-05-11,residual,-517.78
2021-05-12,actual,41760.57
2021-05-12,trend,41269.48
2021-05-12,seasonal,-1.32
2021-05-12,residual,492.4
2021-05-13,actual,41760.57
2021-05-13,trend,40268.94
2021-05-13,seasonal,-10.84
2021-05-13,residual,1502.47
2021-05-14,actual,41760.57
2021-05-14,trend,39268.4
2021-05-14,seasonal,-20.08
2021-05-14,residual,2512.25
2021-05-15,actual,41760.57
2021-05-15,trend,38267.85
2021-05-15,seasonal,-28.31
2021-05-15,residual,3521.02
2021-05-16,actual,33335.71
2021-05-16,trend,36774.54
2021-05-16,seasonal,27.86
2021-05-16,residual,-3466.69
2021-05-17,actual,33335.71
2021-05-17,trend,35720.11
2021-05-17,seasonal,18.05
2021-05-17,residual,-2402.46
2021-05-18,actual,33335.71
2021-05-18,trend,34665.68
2021-05-18,seasonal,8.32
2021-05-18,residual,-1338.3
2021-05-19,actual,33335.71
2021-05-19,trend,33611.25
2021-05-19,seasonal,-1.32
2021-05-19,residual,-274.22
2021-05-20,actual,33335.71
2021-05-20,trend,32556.83
2021-05-20,seasonal,-10.84
2021-05-20,residual,789.73
2021-05-21,actual,33335.71
2021-05-21,trend,31502.4
2021-05-21,seasonal,-20.08
2021-05-21,residual,1853.4
2021-05-22,actual,33335.71
2021-05-22,trend,30447.97
2021-05-22,seasonal,-28.31
2021-05-22,residual,2916.05
2021-05-23,actual,25944.14
2021-05-23,trend,29071.65
2021-05-23,seasonal,27.86
2021-05-23,residual,-3155.37
2021-05-24,actual,25944.14
2021-05-24,trend,28257.0
2021-05-24,seasonal,18.05
2021-05-24,residual,-2330.91
2021-05-25,actual,25944.14
2021-05-25,trend,27442.34
2021-05-25,seasonal,8.32
2021-05-25,residual,-1506.52
2021-05-26,actual,25944.14
2021-05-26,trend,26627.68
2021-05-26,seasonal,-1.32
2021-05-26,residual,-682.22
2021-05-27,actual,25944.14
2021-05-27,trend,25813.03
2021-05-27,seasonal,-10.84
2021-05-27,residual,141.95
2021-05-28,actual,25944.14
2021-05-28,trend,24998.37
2021-05-28,seasonal,-20.08
2021-05-28,residual,965.85
2021-05-29,actual,25944.14
2021-05-29,trend,24183.71
2021-05-29,seasonal,-28.31
2021-05-29,residual,1788.73
2021-05-30,actual,21115.86
2021-05-30,trend,22905.26
2021-05-30,seasonal,27.86
2021-05-30,residual,-1817.25
2021-05-31,actual,21115.86
2021-05-31,trend,22119.57
2021-05-31,seasonal,18.05
2021-05-31,residual,-1021.77
2021-06-01,actual,21115.86
2021-06-01,trend,21333.89
2021-06-01,seasonal,8.32
2021-06-01,residual,-226.35
2021-06-02,actual,21115.86
2021-06-02,trend,20548.2
2021-06-02,seasonal,-1.32
2021-06-02,residual,568.98
2021-06-03,actual,21115.86
2021-06-03,trend,19762.52
2021-06-03,seasonal,-10.84
2021-06-03,residual,1364.19
2021-06-04,actual,21115.86
2021-06-04,trend,18976.83
2021-06-04,seasonal,-20.08
2021-06-04,residual,2159.11
2021-06-05,actual,21115.86
2021-06-05,trend,18191.15
2021-06-05,seasonal,-28.31
2021-06-05,residual,2953.02
2021-06-06,actual,14158.86
2021-06-06,trend,17409.77
2021-06-06,seasonal,27.86
2021-06-06,residual,-3278.77
2021-06-07,actual,14158.86
2021-06-07,trend,16950.29
2021-06-07,seasonal,18.05
2021-06-07,residual,-2809.48
2021-06-08,actual,14158.86
2021-06-08,trend,16490.8
2021-06-08,seasonal,8.32
2021-06-08,residual,-2340.26
2021-06-09,actual,14158.86
2021-06-09,trend,16031.32
2021-06-09,seasonal,-1.32
2021-06-09,residual,-1871.14
2021-06-10,actual,14158.86
2021-06-10,trend,15571.83
2021-06-10,seasonal,-10.84
2021-06-10,residual,-1402.13
2021-06-11,actual,14158.86
2021-06-11,trend,15112.34
2021-06-11,seasonal,-20.08
2021-06-11,residual,-933.4
2021-06-12,actual,14158.86
2021-06-12,trend,14652.86
2021-06-12,seasonal,-28.31
2021-06-12,residual,-465.69
2021-06-13,actual,14223.57
2021-06-13,trend,14013.01
2021-06-13,seasonal,27.86
2021-06-13,residual,182.7
2021-06-14,actual,14223.57
2021-06-14,trend,13836.96
2021-06-14,seasonal,18.05
2021-06-14,residual,368.55
2021-06-15,actual,14223.57
2021-06-15,trend,13660.91
2021-06-15,seasonal,8.32
2021-06-15,residual,554.33
2021-06-16,actual,14223.57
2021-06-16,trend,13484.87
2021-06-16,seasonal,-1.32
2021-06-16,residual,740.02
2021-06-17,actual,14223.57
2021-06-17,trend,13308.82
2021-06-17,seasonal,-10.84
2021-06-17,residual,925.59
2021-06-18,actual,14223.57
2021-06-18,trend,13132.77
2021-06-18,seasonal,-20.08
2021-06-18,residual,1110.88
2021-06-19,actual,14223.57
2021-06-19,trend,12956.72
2021-06-19,seasonal,-28.31
2021-06-19,residual,1295.15
2021-06-20,actual,11518.14
2021-06-20,trend,12847.44
2021-06-20,seasonal,27.86
2021-06-20,residual,-1357.15
2021-06-21,actual,11518.14
2021-06-21,trend,12733.84
2021-06-21,seasonal,18.05
2021-06-21,residual,-1233.75
2021-06-22,actual,11518.14
2021-06-22,trend,12620.24
2021-06-22,seasonal,8.32
2021-06-22,residual,-1110.42
2021-06-23,actual,11518.14
2021-06-23,trend,12506.64
2021-06-23,seasonal,-1.32
2021-06-23,residual,-987.18
2021-06-24,actual,11518.14
2021-06-24,trend,12393.04
2021-06-24,seasonal,-10.84
2021-06-24,residual,-864.05
2021-06-25,actual,11518.14
2021-06-25,trend,12279.44
2021-06-25,seasonal,-20.08
2021-06-25,residual,-741.21
2021-06-26,actual,11518.14
2021-06-26,trend,12165.84
2021-06-26,seasonal,-28.31
2021-06-26,residual,-619.39
2021-06-27,actual,12519.57
2021-06-27,trend,12141.76
2021-06-27,seasonal,27.86
2021-06-27,residual,349.95
2021-06-28,actual,12519.57
2021-06-28,trend,12298.05
2021-06-28,seasonal,18.05
2021-06-28,residual,203.47
2021-06-29,actual,12519.57
2021-06-29,trend,12454.33
2021-06-29,seasonal,8.32
2021-06-29,residual,56.92
2021-06-30,actual,12519.57
2021-06-30,trend,12610.62
2021-06-30,seasonal,-1.32
2021-06-30,residual,-89.73
2021-07-01,actual,12519.57
2021-07-01,trend,12766.9
2021-07-01,seasonal,-10.84
2021-07-01,residual,-236.49
2021-07-02,actual,12519.57
2021-07-02,trend,12923.19
2021-07-02,seasonal,-20.08
2021-07-02,residual,-383.54
2021-07-03,actual,12519.57
2021-07-03,trend,13079.48
2021-07-03,seasonal,-28.31
2021-07-03,residual,-531.6
2021-07-04,actual,13862.43
2021-07-04,trend,15040.27
2021-07-04,seasonal,27.86
2021-07-04,residual,-1205.69
2021-07-05,actual,13862.43
2021-07-05,trend,16934.3
2021-07-05,seasonal,18.05
2021-07-05,residual,-3089.92
2021-07-06,actual,13862.43
2021-07-06,trend,18828.32
2021-07-06,seasonal,8.32
2021-07-06,residual,-4974.22
2021-07-07,actual,13862.43
2021-07-07,trend,20722.35
2021-07-07,seasonal,-1.32
2021-07-07,residual,-6858.6
2021-07-08,actual,13862.43
2021-07-08,trend,22616.38
2021-07-08,seasonal,-10.84
2021-07-08,residual,-8743.11
2021-07-09,actual,13862.43
2021-07-09,trend,24510.41
2021-07-09,seasonal,-20.08
2021-07-09,residual,-10627.9
2021-07-10,actual,13862.43
2021-07-10,trend,26404.44
2021-07-10,seasonal,-28.31
2021-07-10,residual,-12513.7
2021-07-11,actual,40930.0
2021-07-11,trend,27689.6
2021-07-11,seasonal,27.86
2021-07-11,residual,13212.54
2021-07-12,actual,40930.0
2021-07-12,trend,28885.24
2021-07-12,seasonal,18.05
2021-07-12,residual,12026.71
2021-07-13,actual,40930.0
2021-07-13,trend,30080.88
2021-07-13,seasonal,8.32
2021-07-13,residual,10840.8
2021-07-14,actual,40930.0
2021-07-14,trend,31276.51
2021-07-14,seasonal,-1.32
2021-07-14,residual,9654.8
2021-07-15,actual,40930.0
2021-07-15,trend,32472.15
2021-07-15,seasonal,-10.84
2021-07-15,residual,8468.69
2021-07-16,actual,40930.0
2021-07-16,trend,33667.79
2021-07-16,seasonal,-20.08
2021-07-16,residual,7282.29
2021-07-17,actual,40930.0
2021-07-17,trend,34863.43
2021-07-17,seasonal,-28.31
2021-07-17,residual,6094.88
2021-07-18,actual,31797.0
2021-07-18,trend,37358.57
2021-07-18,seasonal,27.86
2021-07-18,residual,-5589.43
2021-07-19,actual,31797.0
2021-07-19,trend,38049.21
2021-07-19,seasonal,18.05
2021-07-19,residual,-6270.26
2021-07-20,actual,31797.0
2021-07-20,trend,38739.85
2021-07-20,seasonal,8.32
2021-07-20,residual,-6951.17
2021-07-21,actual,31797.0
2021-07-21,trend,39430.49
2021-07-21,seasonal,-1.32
2021-07-21,residual,-7632.17
2021-07-22,actual,31797.0
2021-07-22,trend,40121.12
2021-07-22,seasonal,-10.84
2021-07-22,residual,-8313.28
2021-07-23,actual,31797.0
2021-07-23,trend,40811.76
2021-07-23,seasonal,-20.08
2021-07-23,residual,-8994.68
2021-07-24,actual,31797.0
2021-07-24,trend,41502.4
2021-07-24,seasonal,-28.31
2021-07-24,residual,-9677.09
2021-07-25,actual,51289.57
2021-07-25,trend,43984.08
2021-07-25,seasonal,27.86
2021-07-25,residual,7277.64
2021-07-26,actual,51289.57
2021-07-26,trend,47074.62
2021-07-26,seasonal,18.05
2021-07-26,residual,4196.9
2021-07-27,actual,51289.57
2021-07-27,trend,50165.16
2021-07-27,seasonal,8.32
2021-07-27,residual,1116.09
2021-07-28,actual,51289.57
2021-07-28,trend,53255.7
2021-07-28,seasonal,-1.32
2021-07-28,residual,-1964.81
2021-07-29,actual,51289.57
2021-07-29,trend,56346.25
2021-07-29,seasonal,-10.84
2021-07-29,residual,-5045.83
2021-07-30,actual,51289.57
2021-07-30,trend,59436.79
2021-07-30,seasonal,-20.08
2021-07-30,residual,-8127.14
2021-07-31,actual,51289.57
2021-07-31,trend,62527.33
2021-07-31,seasonal,-28.31
2021-07-31,residual,-11209.46
2021-08-01,actual,78155.14
2021-08-01,trend,67484.26
2021-08-01,seasonal,27.86
2021-08-01,residual,10643.03
2021-08-02,actual,78155.14
2021-08-02,trend,71141.67
2021-08-02,seasonal,18.05
2021-08-02,residual,6995.41
2021-08-03,actual,78155.14
2021-08-03,trend,74799.09
2021-08-03,seasonal,8.32
2021-08-03,residual,3347.72
2021-08-04,actual,78155.14
2021-08-04,trend,78456.51
2021-08-04,seasonal,-1.32
2021-08-04,residual,-300.05
2021-08-05,actual,78155.14
2021-08-05,trend,82113.93
2021-08-05,seasonal,-10.84
2021-08-05,residual,-3947.95
2021-08-06,actual,78155.14
2021-08-06,trend,85771.35
2021-08-06,seasonal,-20.08
2021-08-06,residual,-7596.13
2021-08-07,actual,78155.14
2021-08-07,trend,89428.77
2021-08-07,seasonal,-28.31
2021-08-07,residual,-11245.33
2021-08-08,actual,106150.86
2021-08-08,trend,94451.98
2021-08-08,seasonal,27.86
2021-08-08,residual,11671.02
2021-08-09,actual,106150.86
2021-08-09,trend,97684.15
2021-08-09,seasonal,18.05
2021-08-09,residual,8448.65
2021-08-10,actual,106150.86
2021-08-10,trend,100916.32
2021-08-10,seasonal,8.32
2021-08-10,residual,5226.21
2021-08-11,actual,106150.86
2021-08-11,trend,104148.49
2021-08-11,seasonal,-1.32
2021-08-11,residual,2003.68
2021-08-12,actual,106150.86
2021-08-12,trend,107380.67
2021-08-12,seasonal,-10.84
2021-08-12,residual,-1218.96
2021-08-13,actual,106150.86
2021-08-13,trend,110612.84
2021-08-13,seasonal,-20.08
2021-08-13,residual,-4441.89
2021-08-14,actual,106150.86
2021-08-14,trend,113845.01
2021-08-14,seasonal,-28.31
2021-08-14,residual,-7665.84
2021-08-15,actual,126637.71
2021-08-15,trend,118348.63
2021-08-15,seasonal,27.86
2021-08-15,residual,8261.23
2021-08-16,actual,126637.71
2021-08-16,trend,120985.87
2021-08-16,seasonal,18.05
2021-08-16,residual,5633.79
2021-08-17,actual,126637.71
2021-08-17,trend,123623.1
2021-08-17,seasonal,8.32
2021-08-17,residual,3006.28
2021-08-18,actual,126637.71
2021-08-18,trend,126260.34
2021-08-18,seasonal,-1.32
2021-08-18,residual,378.69
2021-08-19,actual,126637.71
2021-08-19,trend,128897.58
2021-08-19,seasonal,-10.84
2021-08-19,residual,-2249.03
2021-08-20,actual,126637.71
2021-08-20,trend,131534.82
2021-08-20,seasonal,-20.08
2021-08-20,residual,-4877.03
2021-08-21,actual,126637.71
2021-08-21,trend,134172.06
2021-08-21,seasonal,-28.31
2021-08-21,residual,-7506.04
2021-08-22,actual,145709.43
2021-08-22,trend,137522.86
2021-08-22,seasonal,27.86
2021-08-22,residual,8158.72
2021-08-23,actual,145709.43
2021-08-23,trend,139507.87
2021-08-23,seasonal,18.05
2021-08-23,residual,6183.51
2021-08-24,actual,145709.43
2021-08-24,trend,141492.88
2021-08-24,seasonal,8.32
2021-08-24,residual,4208.23
2021-08-25,actual,145709.43
2021-08-25,trend,143477.89
2021-08-25,seasonal,-1.32
2021-08-25,residual,2232.86
2021-08-26,actual,145709.43
2021-08-26,trend,145462.9
2021-08-26,seasonal,-10.84
2021-08-26,residual,257.38
2021-08-27,actual,145709.43
2021-08-27,trend,147447.91
2021-08-27,seasonal,-20.08
2021-08-27,residual,-1718.39
2021-08-28,actual,145709.43
2021-08-28,trend,149432.92
2021-08-28,seasonal,-28.31
2021-08-28,residual,-3695.18
2021-08-29,actual,156412.86
2021-08-29,trend,151888.03
2021-08-29,seasonal,27.86
2021-08-29,residual,4496.97
2021-08-30,actual,156412.86
2021-08-30,trend,153071.7
2021-08-30,seasonal,18.05
2021-08-30,residual,3323.11
2021-08-31,actual,156412.86
2021-08-31,trend,154255.36
2021-08-31,seasonal,8.32
2021-08-31,residual,2149.17
2021-09-01,actual,156412.86
2021-09-01,trend,155439.03
2021-09-01,seasonal,-1.32
2021-09-01,residual,975.15
2021-09-02,actual,156412.86
2021-09-02,trend,156622.7
2021-09-02,seasonal,-10.84
2021-09-02,residual,-199.0
2021-09-03,actual,156412.86
2021-09-03,trend,157806.36
2021-09-03,seasonal,-20.08
2021-09-03,residual,-1373.42
2021-09-04,actual,156412.86
2021-09-04,trend,158990.03
2021-09-04,seasonal,-28.31
2021-09-04,residual,-2548.87
2021-09-05,actual,163464.43
2021-09-05,trend,159014.83
2021-09-05,seasonal,27.86
2021-09-05,residual,4421.74
2021-09-06,actual,163464.43
2021-09-06,trend,158326.07
2021-09-06,seasonal,18.05
2021-09-06,residual,5120.31
2021-09-07,actual,163464.43
2021-09-07,trend,157637.31
2021-09-07,seasonal,8.32
2021-09-07,residual,5818.8
2021-09-08,actual,163464.43
2021-09-08,trend,156948.54
2021-09-08,seasonal,-1.32
2021-09-08,residual,6517.2
2021-09-09,actual,163464.43
2021-09-09,trend,156259.78
2021-09-09,seasonal,-10.84
2021-09-09,residual,7215.49
2021-09-10,actual,163464.43
2021-09-10,trend,155571.02
2021-09-10,seasonal,-20.08
2021-09-10,residual,7913.49
2021-09-11,actual,163464.43
2021-09-11,trend,154882.26
2021-09-11,seasonal,-28.31
2021-09-11,residual,8610.48
2021-09-12,actual,146081.43
2021-09-12,trend,154335.25
2021-09-12,seasonal,27.86
2021-09-12,residual,-8281.67
2021-09-13,actual,146081.43
2021-09-13,trend,153318.13
2021-09-13,seasonal,18.05
2021-09-13,residual,-7254.76
2021-09-14,actual,146081.43
2021-09-14,trend,152301.02
2021-09-14,seasonal,8.32
2021-09-14,residual,-6227.91
2021-09-15,actual,146081.43
2021-09-15,trend,151283.9
2021-09-15,seasonal,-1.32
2021-09-15,residual,-5201.16
2021-09-16,actual,146081.43
2021-09-16,trend,150266.79
2021-09-16,seasonal,-10.84
2021-09-16,residual,-4174.52
2021-09-17,actual,146081.43
2021-09-17,trend,149249.68
2021-09-17,seasonal,-20.08
2021-09-17,residual,-3148.16
2021-09-18,actual,146081.43
2021-09-18,trend,148232.56
2021-09-18,seasonal,-28.31
2021-09-18,residual,-2122.83
2021-09-19,actual,148207.71
2021-09-19,trend,145452.02
2021-09-19,seasonal,27.86
2021-09-19,residual,2727.84
2021-09-20,actual,148207.71
2021-09-20,trend,143830.34
2021-09-20,seasonal,18.05
2021-09-20,residual,4359.31
2021-09-21,actual,148207.71
2021-09-21,trend,142208.67
2021-09-21,seasonal,8.32
2021-09-21,residual,5990.72
2021-09-22,actual,148207.71
2021-09-22,trend,140586.99
2021-09-22,seasonal,-1.32
2021-09-22,residual,7622.04
2021-09-23,actual,148207.71
2021-09-23,trend,138965.31
2021-09-23,seasonal,-10.84
2021-09-23,residual,9253.24
2021-09-24,actual,148207.71
2021-09-24,trend,137343.64
2021-09-24,seasonal,-20.08
2021-09-24,residual,10884.15
2021-09-25,actual,148207.71
2021-09-25,trend,135721.96
2021-09-25,seasonal,-28.31
2021-09-25,residual,12514.05
2021-09-26,actual,121756.29
2021-09-26,trend,133180.23
2021-09-26,seasonal,27.86
2021-09-26,residual,-11451.79
2021-09-27,actual,121756.29
2021-09-27,trend,130496.74
2021-09-27,seasonal,18.05
2021-09-27,residual,-8758.51
2021-09-28,actual,121756.29
2021-09-28,trend,127813.26
2021-09-28,seasonal,8.32
2021-09-28,residual,-6065.29
2021-09-29,actual,121756.29
2021-09-29,trend,125129.77
2021-09-29,seasonal,-1.32
2021-09-29,residual,-3372.16
2021-09-30,actual,121756.29
2021-09-30,trend,122446.29
2021-09-30,seasonal,-10.84
2021-09-30,residual,-679.16
2021-10-01,actual,121756.29
2021-10-01,trend,119762.8
2021-10-01,seasonal,-20.08
2021-10-01,residual,2013.57
2021-10-02,actual,121756.29
2021-10-02,trend,117079.32
2021-10-02,seasonal,-28.31
2021-10-02,residual,4705.28
2021-10-03,actual,107955.43
2021-10-03,trend,113693.89
2021-10-03,seasonal,27.86
2021-10-03,residual,-5766.31
2021-10-04,actual,107955.43
2021-10-04,trend,112071.89
2021-10-04,seasonal,18.05
2021-10-04,residual,-4134.51
2021-10-05,actual,107955.43
2021-10-05,trend,110449.89
2021-10-05,seasonal,8.32
2021-10-05,residual,-2502.78
2021-10-06,actual,107955.43
2021-10-06,trend,108827.89
2021-10-06,seasonal,-1.32
2021-10-06,residual,-871.14
2021-10-07,actual,107955.43
2021-10-07,trend,107205.89
2021-10-07,seasonal,-10.84
2021-10-07,residual,760.38
2021-10-08,actual,107955.43
2021-10-08,trend,105583.89
2021-10-08,seasonal,-20.08
2021-10-08,residual,2391.62
2021-10-09,actual,107955.43
2021-10-09,trend,103961.89
2021-10-09,seasonal,-28.31
2021-10-09,residual,4021.85
2021-10-10,actual,97426.29
2021-10-10,trend,101389.92
2021-10-10,seasonal,27.86
2021-10-10,residual,-3991.48
2021-10-11,actual,97426.29
2021-10-11,trend,99738.0
2021-10-11,seasonal,18.05
2021-10-11,residual,-2329.77
2021-10-12,actual,97426.29
2021-10-12,trend,98086.09
2021-10-12,seasonal,8.32
2021-10-12,residual,-668.12
2021-10-13,actual,97426.29
2021-10-13,trend,96434.17
2021-10-13,seasonal,-1.32
2021-10-13,residual,993.44
2021-10-14,actual,97426.29
2021-10-14,trend,94782.26
2021-10-14,seasonal,-10.84
2021-10-14,residual,2654.87
2021-10-15,actual,97426.29
2021-10-15,trend,93130.34
2021-10-15,seasonal,-20.08
2021-10-15,residual,4316.03
2021-10-16,actual,97426.29
2021-10-16,trend,91478.43
2021-10-16,seasonal,-28.31
2021-10-16,residual,5976.17
2021-10-17,actual,83176.71
2021-10-17,trend,89124.67
2021-10-17,seasonal,27.86
2021-10-17,residual,-5975.81
2021-10-18,actual,83176.71
2021-10-18,trend,87472.85
2021-10-18,seasonal,18.05
2021-10-18,residual,-4314.19
2021-10-19,actual,83176.71
2021-10-19,trend,85821.03
2021-10-19,seasonal,8.32
2021-10-19,residual,-2652.64
2021-10-20,actual,83176.71
2021-10-20,trend,84169.21
2021-10-20,seasonal,-1.32
2021-10-20,residual,-991.18
2021-10-21,actual,83176.71
2021-10-21,trend,82517.39
2021-10-21,seasonal,-10.84
2021-10-21,residual,670.16
2021-10-22,actual,83176.71
2021-10-22,trend,80865.57
2021-10-22,seasonal,-20.08
2021-10-22,residual,2331.22
2021-10-23,actual,83176.71
2021-10-23,trend,79213.75
2021-10-23,seasonal,-28.31
2021-10-23,residual,3991.26
2021-10-24,actual,72649.0
2021-10-24,trend,77729.96
2021-10-24,seasonal,27.86
2021-10-24,residual,-5108.82
2021-10-25,actual,72649.0
2021-10-25,trend,77196.14
2021-10-25,seasonal,18.05
2021-10-25,residual,-4565.2
2021-10-26,actual,72649.0
2021-10-26,trend,76662.32
2021-10-26,seasonal,8.32
2021-10-26,residual,-4021.65
2021-10-27,actual,72649.0
2021-10-27,trend,76128.5
2021-10-27,seasonal,-1.32
2021-10-27,residual,-3478.18
2021-10-28,actual,72649.0
2021-10-28,trend,75594.69
2021-10-28,seasonal,-10.84
2021-10-28,residual,-2934.84
2021-10-29,actual,72649.0
2021-10-29,trend,75060.87
2021-10-29,seasonal,-20.08
2021-10-29,residual,-2391.78
2021-10-30,actual,72649.0
2021-10-30,trend,74527.05
2021-10-30,seasonal,-28.31
2021-10-30,residual,-1849.74
2021-10-31,actual,75169.43
2021-10-31,trend,73841.09
2021-10-31,seasonal,27.86
2021-10-31,residual,1300.49
2021-11-01,actual,75169.43
2021-11-01,trend,73856.97
2021-11-01,seasonal,18.05
2021-11-01,residual,1294.4
2021-11-02,actual,75169.43
2021-11-02,trend,73872.86
2021-11-02,seasonal,8.32
2021-11-02,residual,1288.25
2021-11-03,actual,75169.43
2021-11-03,trend,73888.74
2021-11-03,seasonal,-1.32
2021-11-03,residual,1282.0
2021-11-04,actual,75169.43
2021-11-04,trend,73904.63
2021-11-04,seasonal,-10.84
2021-11-04,residual,1275.64
2021-11-05,actual,75169.43
2021-11-05,trend,73920.52
2021-11-05,seasonal,-20.08
2021-11-05,residual,1269.0
2021-11-06,actual,75169.43
2021-11-06,trend,73936.4
2021-11-06,seasonal,-28.31
2021-11-06,residual,1261.33
2021-11-07,actual,72887.29
2021-11-07,trend,74399.61
2021-11-07,seasonal,27.86
2021-11-07,residual,-1540.18
2021-11-08,actual,72887.29
2021-11-08,trend,74694.79
2021-11-08,seasonal,18.05
2021-11-08,residual,-1825.56
2021-11-09,actual,72887.29
2021-11-09,trend,74989.97
2021-11-09,seasonal,8.32
2021-11-09,residual,-2111.01
2021-11-10,actual,72887.29
2021-11-10,trend,75285.15
2021-11-10,seasonal,-1.32
2021-11-10,residual,-2396.54
2021-11-11,actual,72887.29
2021-11-11,trend,75580.33
2021-11-11,seasonal,-10.84
2021-11-11,residual,-2682.2
2021-11-12,actual,72887.29
2021-11-12,trend,75875.52
2021-11-12,seasonal,-20.08
2021-11-12,residual,-2968.14
2021-11-13,actual,72887.29
2021-11-13,trend,76170.7
2021-11-13,seasonal,-28.31
2021-11-13,residual,-3255.1
2021-11-14,actual,79597.14
2021-11-14,trend,77605.84
2021-11-14,seasonal,27.86
2021-11-14,residual,1963.45
2021-11-15,actual,79597.14
2021-11-15,trend,79193.12
2021-11-15,seasonal,18.05
2021-11-15,residual,385.96
2021-11-16,actual,79597.14
2021-11-16,trend,80780.41
2021-11-16,seasonal,8.32
2021-11-16,residual,-1191.59
2021-11-17,actual,79597.14
2021-11-17,trend,82367.69
2021-11-17,seasonal,-1.32
2021-11-17,residual,-2769.24
2021-11-18,actual,79597.14
2021-11-18,trend,83954.98
2021-11-18,seasonal,-10.84
2021-11-18,residual,-4347.0
2021-11-19,actual,79597.14
2021-11-19,trend,85542.27
2021-11-19,seasonal,-20.08
2021-11-19,residual,-5925.04
2021-11-20,actual,79597.14
2021-11-20,trend,87129.55
2021-11-20,seasonal,-28.31
2021-11-20,residual,-7504.11
2021-11-21,actual,96696.57
2021-11-21,trend,87912.25
